Date,Close,Daily_Return,Target,MA5,MA10,MA5_ratio,Volatility,Prev_Return,Sentiment
2022-01-18,166.1557159423828,-0.01889406178134667,0,169.4181701660156,169.9377685546875,0.9807431858080166,0.015789683619266456,0.005110550184918239,0.2732
2022-01-19,162.662353515625,-0.02102462985967446,0,167.6861572265625,168.619677734375,0.9700404386740774,0.012924520907672437,-0.01889406178134667,-0.4404
2022-01-20,160.97926330566406,-0.01034714040209228,0,165.52945861816406,167.60101928710938,0.9725112656654294,0.010844001277696826,-0.02102462985967446,-0.296
2022-01-21,158.92433166503906,-0.012765194711589323,0,163.61543884277344,166.66260833740233,0.9713284564652709,0.010298003979381578,-0.01034714040209228,0.6486
2022-01-24,158.1512908935547,-0.00486420652763031,0,161.3745910644531,165.6302520751953,0.9800259746615808,0.006533416152940487,-0.012765194711589323,0.2732
2022-01-25,156.35079956054688,-0.011384613573718116,0,159.41360778808593,164.41588897705077,0.9807870339926655,0.005831592724341284,-0.00486420652763031,0.836
2022-01-26,156.26268005371094,-0.0005636012548935199,0,158.13367309570313,162.9099151611328,0.9881682819012251,0.0051186876352660865,-0.011384613573718116,0.0
2022-01-27,155.80279541015625,-0.0029430228855451546,1,157.09837951660157,161.3139190673828,0.9917530396530385,0.005331059132182447,-0.0005636012548935199,0.2732
2022-01-28,166.67434692382812,0.06977764092776484,1,158.64838256835938,161.1319107055664,1.0505896387062785,0.03365532685412386,-0.0029430228855451546,-0.296
2022-01-31,171.0288543701172,0.02612584075868085,0,161.22389526367186,161.2992431640625,1.0608157934058715,0.03308122749539815,0.06977764092776484,0.6486
2022-02-01,170.86245727539062,-0.0009729182560416216,1,164.12622680664063,161.7699172973633,1.0410429862418396,0.031183878021123653,0.02612584075868085,-0.4404
2022-02-02,172.06607055664062,0.007044340228058665,0,167.28690490722656,162.71028900146484,1.0285686775785856,0.030204497718858806,-0.0009729182560416216,-0.296
2022-02-03,169.18919372558594,-0.016719605566326234,0,169.9641845703125,163.53128204345703,0.9954402696857233,0.033271234075817405,0.007044340228058665,-0.296
2022-02-04,168.90505981445312,-0.001679385691698787,0,170.4103271484375,164.52935485839845,0.9911668068527726,0.01563182604494616,-0.016719605566326234,0.0
2022-02-07,168.18983459472656,-0.0042344807225564995,1,169.84252319335937,165.53320922851563,0.9902692884705246,0.00860240333669985,-0.001679385691698787,-0.4767
2022-02-08,171.29574584960938,0.01846670021625796,1,169.92918090820314,167.02770385742187,1.0080419674484542,0.013127090687370556,-0.0042344807225564995,0.6486
2022-02-09,172.71641540527344,0.008293665138136896,0,170.0592498779297,168.67307739257814,1.0156249397151351,0.013291858618169587,0.01846670021625796,-0.4215
2022-02-10,168.64047241210938,-0.023599048090478192,0,169.9495056152344,169.95684509277345,0.9922975168513366,0.01569995881366867,0.008293665138136896,-0.296
2022-02-11,165.2309112548828,-0.020217929352655983,1,169.2146759033203,169.8125015258789,0.9764573336965549,0.01804683030864589,-0.023599048090478192,-0.4767
2022-02-14,165.46603393554688,0.001422994516451892,1,168.66991577148437,169.25621948242187,0.98100501905581,0.018225164951934762,-0.020217929352655983,-0.4215
2022-02-15,169.29696655273438,0.023152380739842604,0,168.27015991210936,169.09967041015625,1.0061021314840453,0.01967581511463536,0.001422994516451892,0.6486
2022-02-16,169.0618133544922,-0.001388998297077837,0,167.53923950195312,168.79924468994142,1.0090878641747763,0.018845041565396313,0.023152380739842604,-0.0772
2022-02-17,165.46603393554688,-0.021269021948827738,0,166.90435180664062,168.4269287109375,0.9913823824512374,0.018262945554476606,-0.001388998297077837,0.836
2022-02-18,163.91793823242188,-0.00935597274137856,0,166.64175720214843,167.92821655273437,0.9836546432571377,0.016346451277214177,-0.021269021948827738,-0.4767
2022-02-22,160.9982147216797,-0.017812104899722847,0,165.748193359375,167.20905456542968,0.9713421996256912,0.017697748546484655,-0.00935597274137856,-0.4019
2022-02-23,156.83416748046875,-0.025863934257963073,1,163.25563354492186,165.7628967285156,0.9606661900418514,0.009775643455855808,-0.017812104899722847,-0.0772
2022-02-24,159.45013427734375,0.016679827099542965,1,161.3332977294922,164.43626861572267,0.9883274966875968,0.016884131866189825,-0.025863934257963073,0.836
2022-02-25,161.5175018310547,0.012965605598769914,1,160.54359130859376,163.72397155761718,1.0060663307362354,0.018779547022407656,0.016679827099542965,0.0
2022-02-28,161.78201293945312,0.00163766220626127,0,160.11640625,163.37908172607422,1.010402473603189,0.01873834745196423,0.012965605598769914,0.2732
2022-03-01,159.90084838867188,-0.011627773178253586,1,159.89693298339844,162.82256317138672,1.0000244870567583,0.017645426663776463,0.00163766220626127,-0.4404
2022-03-02,163.1929168701172,0.02058818645816851,0,161.16868286132814,162.212158203125,1.012559722973791,0.01307837947374919,-0.011627773178253586,-0.4019
2022-03-03,162.86961364746094,-0.0019811106318637917,0,161.85257873535156,161.5929382324219,1.0062837115111545,0.012655342020557247,0.02058818645816851,0.0
2022-03-04,159.87144470214844,-0.018408399689595734,0,161.52336730957032,161.03347930908203,0.9897728568012338,0.014877667890700436,-0.0019811106318637917,0.6486
2022-03-07,156.07965087890625,-0.023717767924763322,0,160.38289489746094,160.24965057373046,0.9731689341228943,0.017445232881290046,-0.018408399689595734,0.0
2022-03-08,154.2572784423828,-0.011675913075544497,1,159.25418090820312,159.57555694580077,0.9686231002707514,0.017448418181276192,-0.023717767924763322,0.2732
2022-03-09,159.65586853027344,0.03499731190905897,0,158.54677124023436,159.85772705078125,1.0069953949952002,0.02334552807400287,-0.011675913075544497,0.6486
2022-03-10,155.31544494628906,-0.027186119896127403,0,157.0359375,159.4442581176758,0.9890439565547795,0.02538992530620935,0.03499731190905897,-0.4019
2022-03-11,151.60206604003906,-0.023908626135244693,0,155.38206176757814,158.4527145385742,0.9756728950270127,0.026000537656498002,-0.027186119896127403,0.2732
2022-03-14,147.5751190185547,-0.026562613074289088,1,153.6811553955078,157.0320251464844,0.9602681515424656,0.026395735466568666,-0.023908626135244693,-0.4215
2022-03-15,151.95477294921875,0.029677454843274775,1,153.220654296875,156.23741760253907,0.9917381807729163,0.031969256943225756,-0.026562613074289088,-0.4404
2022-03-16,156.36380004882812,0.02901539065892189,1,152.56224060058594,155.55450592041015,1.0249180887307157,0.030277853283535393,0.029677454843274775,-0.4019
2022-03-17,157.37298583984375,0.006454088418806014,1,152.97374877929687,155.00484313964844,1.028758117622481,0.02737891110114993,0.02901539065892189,-0.4215
2022-03-18,160.6650390625,0.020918794957646147,1,154.78634338378907,155.0842025756836,1.0379794208597255,0.02344858053332471,0.006454088418806014,0.836
2022-03-21,162.03677368164062,0.008537853830210107,1,157.67867431640624,155.67991485595704,1.0276391172371806,0.011009346445383629,0.020918794957646147,-0.4019
2022-03-22,165.40724182128906,0.020800637182955217,1,160.36916809082032,156.79491119384767,1.0314154758701222,0.009445765466508504,0.008537853830210107,0.836
2022-03-23,166.7691650390625,0.008233758103801225,1,162.4502410888672,157.50624084472656,1.0265861344449017,0.007228994062716322,0.020800637182955217,0.6486
2022-03-24,170.5510711669922,0.022677490332483563,1,165.0858581542969,159.02980346679686,1.0331052766953985,0.007203377375502744,0.008233758103801225,-0.4215
2022-03-25,171.18795776367188,0.00373428669970699,1,167.19044189453126,160.98839263916017,1.0239099545634456,0.008408010648173201,0.022677490332483563,-0.4404
2022-03-28,172.05015563964844,0.005036556818832194,1,169.1931182861328,163.43589630126954,1.0168862503537757,0.008977883164517104,0.00373428669970699,0.2732
2022-03-29,175.34225463867188,0.019134530781353076,0,171.18012084960938,165.77464447021484,1.0243143524400193,0.008596894617263328,0.005036556818832194,-0.296
2022-03-30,174.17628479003906,-0.006649679799290431,0,172.6615447998047,167.55589294433594,1.0087728856589964,0.01201981627630858,0.019134530781353076,0.0
2022-03-31,171.08016967773438,-0.017775755844355645,0,172.76736450195312,168.926611328125,0.9902342966851261,0.013813180414268019,-0.006649679799290431,-0.0772
2022-04-01,170.78623962402344,-0.0017180837163337515,1,172.68702087402343,169.93873138427733,0.9889929119144013,0.013728315850187443,-0.017775755844355645,-0.4404
2022-04-04,174.83274841308594,0.023693412291122984,0,173.24353942871093,171.21832885742188,1.0091732655059784,0.01757115252497422,-0.0017180837163337515,-0.4215
2022-04-05,171.52108764648438,-0.01894187900528188,0,172.47930603027345,171.8297134399414,0.9944444443461473,0.017261204343383848,0.023693412291122984,-0.296
2022-04-06,168.3563690185547,-0.018450901118656438,1,171.31532287597656,171.98843383789062,0.9827280256795009,0.018433528029240264,-0.01894187900528188,-0.4404
2022-04-07,168.6601104736328,0.0018041577924778895,0,170.83131103515626,171.7993377685547,0.987290382843947,0.017533901177103454,-0.018450901118656438,-0.4215
2022-04-08,166.65158081054688,-0.011908741536131862,0,170.00437927246094,171.3457000732422,0.9802781641492856,0.017974675285814524,0.0018041577924778895,-0.4767
2022-04-11,162.39927673339844,-0.02551613405925357,1,167.51768493652344,170.3806121826172,0.9694455650753263,0.010358360923462054,-0.011908741536131862,-0.4767
2022-04-12,164.2706756591797,0.011523443721078941,1,166.0676025390625,169.27345428466796,0.9891795458451317,0.015060729334509575,-0.02551613405925357,0.836
2022-04-13,166.95530700683594,0.016342730294883534,0,165.78739013671876,168.55135650634764,1.0070446664800865,0.017204608441198248,0.011523443721078941,-0.4404
2022-04-14,161.94857788085938,-0.02998843951556185,0,164.44508361816406,167.63819732666016,0.9848186052001318,0.021090738736525772,0.016342730294883534,-0.4767
2022-04-18,161.7330322265625,-0.001330951201408137,1,163.46137390136718,166.73287658691407,0.9894266049920297,0.02111978317241214,-0.02998843951556185,-0.4215
2022-04-19,164.0159149169922,0.014115129476035104,0,163.78470153808593,165.65119323730468,1.0014116909377675,0.01921883274085601,-0.001330951201408137,0.836
2022-04-20,163.849365234375,-0.0010154483039129802,0,163.700439453125,164.88402099609374,1.0009097457633438,0.018491391066740637,0.014115129476035104,-0.4215
2022-04-21,163.05577087402344,-0.0048434387232222376,0,162.9205322265625,164.3539611816406,1.0008300896493074,0.015956370891596943,-0.0010154483039129802,0.836
2022-04-22,158.51931762695312,-0.027821482323217905,1,162.23468017578125,163.33988189697266,0.9770988388869597,0.015101349803211046,-0.0048434387232222376,-0.4404
2022-04-25,159.58729553222656,0.006737209831969793,0,161.80553283691407,162.63345336914062,0.9862907203122449,0.01589213734898805,-0.027821482323217905,-0.296
2022-04-26,153.63021850585938,-0.03732801540686703,0,159.7283935546875,161.7565475463867,0.9618215965670484,0.018782564107873573,0.006737209831969793,0.2732
2022-04-27,153.4048614501953,-0.0014668797444655768,1,157.63949279785157,160.6699661254883,0.9731372432599328,0.018712382859287436,-0.03732801540686703,-0.4019
2022-04-28,160.33193969726562,0.045155532762038764,0,157.0947265625,160.00762939453125,1.0206067587728842,0.03244465441172705,-0.0014668797444655768,-0.296
2022-04-29,154.4630126953125,-0.036604852489370954,1,156.28346557617186,159.25907287597656,0.98835159641394,0.03431233005152489,0.045155532762038764,0.6486
2022-05-02,154.7667999267578,0.0019667312332212195,1,155.31936645507812,158.56244964599608,0.9964423848684695,0.033979459422834604,-0.036604852489370954,-0.4215
2022-05-03,156.2560272216797,0.009622395084906143,1,155.8445281982422,157.78646087646484,1.002640445758314,0.02918823384725841,0.0019667312332212195,0.6486
2022-05-04,162.663818359375,0.04100828141883195,0,157.69631958007812,157.66790618896485,1.0315004103616658,0.03320111931541396,0.009622395084906143,-0.296
2022-05-05,153.60079956054688,-0.0557162550974003,1,156.35009155273437,156.7224090576172,0.9824157954441606,0.038427722758886826,0.04100828141883195,0.836
2022-05-06,154.326904296875,0.004727219769724567,0,156.32286987304687,156.30316772460938,0.9872317749936856,0.03501523946908097,-0.0557162550974003,-0.4019
2022-05-09,149.20492553710938,-0.033189149896460046,1,155.2104949951172,155.26493072509766,0.9613069370199693,0.03800444027842887,0.004727219769724567,-0.4019
2022-05-10,151.60891723632812,0.01611201299531384,0,154.28107299804688,155.06280059814452,0.9826799508857929,0.03880405125869516,-0.033189149896460046,-0.0772
2022-05-11,143.7493133544922,-0.0518413034345756,0,150.4981719970703,154.0972457885742,0.9551565407538007,0.03278614234796007,0.01611201299531384,-0.4019
2022-05-12,139.88327026367188,-0.02689434127094914,1,147.75466613769532,152.05237884521483,0.9467265834658112,0.02799541774793561,-0.0518413034345756,0.2732
2022-05-13,144.34788513183594,0.031916717844446385,0,145.7588623046875,151.04086608886718,0.9903197846735238,0.03526357346081656,-0.02689434127094914,-0.4019
2022-05-16,142.80734252929688,-0.010672429326775701,1,144.479345703125,149.84492034912108,0.9884273896335068,0.03339367797219633,0.031916717844446385,-0.296
2022-05-17,146.43789672851562,0.025422741820673167,0,143.4451416015625,148.86310729980468,1.02086341226715,0.03529886880654059,-0.010672429326775701,-0.0772
2022-05-18,138.1759490966797,-0.056419463925741486,0,142.33046875,146.41432037353516,0.9708107498710089,0.03679931286022974,0.025422741820673167,-0.296
